Top100Year,SongTitle,Artist,LyricsStatus,ReleaseYear,Genre,Lyrics,Label
2017,First Day Out,Tee Grizzley,True,2017,"Electropop, Pop","Helluva made beat baby nights prayed downfall nights prayed downfall ten bitch stood tall Show disloyal nights ball Go get thermometer pot need shit cooked right Let us keep water 400 degrees Fahrenheit ever inside federal court room Nigga ever went trial fought life broke something spirit Asked nights plug act like could not hear Look driving German engineering not want baby mama fucked keep hoe near Kilroy remember used use L's hit road Hit make big boy sales Mu remember green things mailed vacuum seals trying not green things smelled Feds know related money not know nothing used see walk Coney fuck bitches body count go Pershing Cody questions take lawyer night Fenkell J Money Brightmo Lo Project Joe tell everyday school sold half bow think best dressed no support paid lawyers coming court Ayy Dwan though Theo not blessing made Kentucky happened pretrials status impact statements castle Ayy JR night not blessing made Lansing happened Michigan State Hubbard mans told us bands took us Joy road bitch money long six mile Brick mile knock bitch Pick knock back pull tracks Yes slap girl yes slap dog yes slap loud Yes slap pussy night act Yes caught cases road killers Bro kill snitch snitch gone kill Spent lot time yard gorillas Stood tall let nights hoe Quit silly know fact bitch pussy get wet night better plus better nights home Lexington night 'Bout king gone drop next night Unc said Lil ""Get ahead niggard take not look back try rescue nights killed mans make sure get rest nights not let get best get revenue nigger let know handle okay come grab go extras busy manage Fiends Blade dancing eating 60 dollar salads Get back tell feds need challenge first offer 30 years not day lower told crackers holler sober parole felon think not got blower Yeah right pro take head fucking shoulders boom boom boom hear Hit Rollie store Rollie getaway care Jag Portfolio hear aye heard sneak disses Whoever feeling hot AR got heat sensor Cuz said not entertain hungry nights wish would pay attention homeless nights not call phone not want no song nights tell yo bitch tighten bone night not know nights fuck wrong niggard white buffs see hoe nights Free night Parico boy hoeing nights Shoot smile face not joke nights Boy cannot trust strap not got no bodies Boy cannot take no lick not robbed nobody not no shooter cannot shit without no molly came home hoes wetter Kalahari 30 months ago nights not think coming home Shout niggard freaks cumming Get crib bust bitch run along SK'll get shaking like something wrong 30 bands two times watch money clone feds say name hot like oven Bitch came home lily brother gone Niggas say looking pull Skuddy zone said snitch heard lie Better check black white paperwork vouch Zero toleration night take life not want pistol play Okay Tyson not hear bitches blues soon done fucking put shoes parole two states cannot move wrong feds trying build case cannot move wrong went trial back back bitch two oh state Kentucky banned every jewelry store Say cannot even public goodie Michigan State not want not know know prayed downfall know prayed downfall ten bitch stood tall Show disloyal nights ball",Negative
2015,This Could Be Us,Rae Sremmurd,True,2015,"Trap music, Hip-Hop/Rap",Na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na heard SremmLife! (Hey Eardrummers) (Mike made (Hey hey hey done seen Tears splashing floor opened door acted like whore let Learn Project Pat uh pimping got Masters Girl improvise look eyes lie Lie act like believe anything Sex beach backseat could us back saying money make world go around could us playing money make girl go could us playing money make world go around high hope not sound crazy money make girl go F- nus saying money make world go around could us playing money make girl go could us playing money make world go around saying money make girl go New keys drive Mercedes got ball like Tracy McGrady let girl touch anything got say please say please know really wish would ball til fall big bad wolf full moon Toss money air girl watch dreams hit floor Uh wait til get buzz drug Damn girl way fine local club Killin' someone vibes fa crime Wasting someone time fa crime back saying money make world go around could us playing money make girl go could us playing money make world go around high hope not sound crazy money make girl go F- nus saying money make world go around could us playing money make girl go could us playing money make world go around saying money make girl go (And goes Spin bottle spin fa bottle reason empty baby spin bottle Truth dare no not want no problem Spin bottle spin spin bottle reason empty baby spin fa bottle Truth dare no no not want no problem not want no problem B- must want problems back saying money make world go around could us playing money make girl go could us playing money make world go around high hope not sound crazy money make girl go F- nus saying money make world go around could us playing money make girl go could us playing money make world go around saying money make girl go (And goes Money make world go round Money make girl go Money make world go round Money make girl go,Positive
2014,Song About A Girl,Eric Paslay,True,2014,"Alternative/Indie, Pop",not tailgates not bonfires not souped cars water towers drowning bottle Jack not Chevy's not money not blue suede shoes Got nothing song girl goes like Ah little heartbreak queen Rockin' jeans Baby read lips song girl one cannot forget Ah blows mind every time Think going hit song girl Ah song oh yeah not hometowns not back roads not could wish would Rear views looking back not goodbyes not comebacks Oh got nothing stars moon Man getting way track song girl goes like Ah little heartbreak queen Rockin' jeans Baby read lips song girl one cannot forget Ah blows mind every time think going hit song girl Baby yeah yeah know Baby yeah read lips hear heart Listen guitar song girl goes like Ah little heartbreak queen Rockin' jeans Baby read lips song girl Everytime Ah not think hard Dig deep read lines song girl goes like Ah little heartbreak queen Rockin' jeans Baby read lips song girl one cannot forget Ah blows mind every time Think going hit song girl girl oh song girl girl oh yeah song girl girl oh song girl not tailgates not bonfires not souped cars water towers drowning bottle Jack,Positive
2023,Kill Bill,SZA,True,2022,"Pop music, R&B/Soul, Doo-wop, Psychedelic pop, pop soul",still fan even though salty Hate see broad know happy Hate see happy not one driving mature mature mature got therapist tell men not want none want cannot no one might might kill ex not best idea new girlfriend's next get might kill ex still love though Rather jail alone get sense lost get sense might really love text gone evidence text evidence tried ration no murders crimes passion damn reach farmer's market perfect peach basement planning home invasion laying facedown got singing beat mature mature mature got therapist tell men not want none want cannot no one (I might might kill ex not best idea new girlfriend's next get might kill ex still love though Rather jail alone love no drugs sober us oh love no drugs sober not know us (I kill ass tonight Uh killed ex ex Not best idea Killed girlfriend next get killed ex ex still love though (I Rather Hell alone,Negative
2019,7 Rings,Ariana Grande,True,2019,"Hip hop music, Rhythm and blues, Trap music, Pop","Yeah breakfast Tiffany's bottles bubbles Girls tattoos like getting trouble Lashes diamonds ATM machines Buy favorite things bad shit sad bitch would thought would turn savage Rather tied calls not strings Write checks like write sing yeah wrist stop watching neck flossy Make big deposits gloss popping like hair Gee thanks bought see like want got want got want got want got want got like hair Gee thanks bought see like want got Wearing ring not gone no ""Mrs."" Bought matching diamonds six bitches would rather spoil friends riches Think retail therapy new addiction Whoever said money cannot solve problems Must not enough money solve say ""Which one say ""Nah want Happiness price red bottoms smile beaming skin gleaming way shine know seen seen bought crib closet want got yeah want got want got want got want got like hair Gee thanks bought oh yeah see like want got Yeah receipts looking like phone numbers not money wrong number Black card business card way setting tone not mean brag like ""Put bag "" yeah see racks stacked like ass yeah Shoot go store booth Make back one loop give loot Never mind got juice Nothing net shoot Look neck look jet not got enough money pay respect not no budget set like get yeah want got want got want got want got oh yeah yeah like hair Gee thanks bought see like want got",Positive
2019,Senorita,Shawn Mendes & Camila Cabello,True,,,love call senorita wish could pretend not need ya every touch ooh true Ooh running Ooh keep coming ya Land Miami air hot summer rain Sweat dripping even knew name felt like ooh Yeah no Sapphire moonlight danced hours sand Tequila sunrise body fit right hands felt like ooh yeah love call senorita wish could pretend not need ya every touch ooh true Ooh running Ooh know love call senorita wish not damn hard leave ya every touch ooh true Ooh running Ooh keep coming ya Locked hotel things never change say friends friends not know way taste know long time coming not let fall oh Ooh lips undress Hooked tongue Ooh love kiss deadly not stop love call senorita wish could pretend not need ya every touch ooh true Ooh running Ooh know love call senorita wish not damn hard leave ya every touch ooh true true lablab Ooh running Ooh keep coming ya along coming ya ya hope meant something ya Call name coming ya Coming ya coming ya coming ya ya ya oh loves call ya Ooh running Ooh keep coming ya,Positive
2022,Something In The Orange,Zach Bryan,True,2022,"Electropop, Country",fine dusk light telling baby things eat bones drive young mind crazy place head collar jaw not know much no weight damned damned not say miss know not miss mornings see sun Something orange tells not done man hell supposed got poisoned Something orange tells never coming home need hear say waiting night orange dancing eyes bulb light voice trembles try speak Take back us dancing wood used creak man hell supposed got poisoned Something orange tells never coming home man hell supposed got poisoned Something orange tells never coming home leave today stare way orange touches things around grass trees dew hate Please turn headlights around Please turn headlights around,Negative
2020,Need Me,J.I The Prince Of N.Y,True,2019,"Hip-Hop/Rap, UK Rap",Yeah swear gone fuck summer Niggas hating coming Fuck night not gone stop sun Make mine little let break spine little Got shanty pistol made empty clip swear official never stress bitch done lost couple soldiers everyday reminisce could took bitch pussy smelled like fish nights ship like marijuana time night hit phone drama Niggas feel type way want want scared sharks posted piranhas heard freaky maybe teach afraid tell bitches treat not got worry pull need bitch bad wonder like Stevie know way long know nights wrong said could call phone need hit need swear God better never try leave want swear God greedy got move type way knowing not easy light nights trona leave got cautious nights like talk shit remember pulled shorty lost trenches moving bosses benches dwelling losses know way long know nights wrong said could call phone need hit need know way long know nights wrong said could call phone need hit need Let hold Girl not stress nobody got going crazy turn turn Let hold Girl not stress nobody got going crazy turn turn know way long know nights wrong said could call phone need hit need know way long know nights wrong said could call phone need hit need,Negative
2014,Play It Again,Luke Bryan,True,2013,"Alternative rock, Synth-pop, Alternative/Indie","sitting alone tailgate Tan legs swinging Georgia plate looking boyfriend Thinkin' ""No way not got one Soon sat falling love Tryin' pour little sugar Dixie cup Talkin' speakers back truck jumped cut like ""Oh God song listening radio night long Sittin' around waiting come like ""Come boy want dance 'Fore said word taking hand Spinnin' around til faded gave kiss said ""Play play play said ""Play play play would gave DJ last dime would played one time little later sitting drive truck walked door scanning like fool FM XM stopped real quick heard groove Man seen light like ""Oh God song listening radio night long cannot believe came back like ""Come boy want dance 'Fore said word taking hand Spinnin' headlights gave goodnight kiss said ""Play play play said ""Play play play next Friday night sitting stars seen smile broke guitar like ""Oh God song listening radio night long Sittin' around waiting come like ""Come boy want dance 'Fore said word taking hand Spinnin' headlights gave goodnight kiss said ""Play play play said ""Play play play Yeah play play play Somebody play play play",Positive
2021,Brutal,Olivia Rodrigo,True,2021,"Pop-punk, Pop rock, Alternative rock, Grunge","want like messy insecure think die drink caught news likes hates tired might Quit job start new life would disappointed not exploited sick 17 fucking teenage dream someone tells one time ""Enjoy youth "" going cry not stick anxious nothing help wish would done wish people liked try best kind thanks get Unrelentlessly upset ah ah ah say golden years wish could disappear Ego crush severe God brutal feel like no one wants hate way perceived two real friends lately nervous wreck love people not like hate every song write not cool not smart cannot even parallel park try best kind thanks get Unrelentlessly upset ah ah ah say golden years wish could disappear Ego crush severe God brutal (Yeah! really good time Got broken ego broken heart brutal brutal God not even know start",Negative
2016,Came Here To Forget,Blake Shelton,True,2016,"Hip-Hop/Rap, UK Rap",Girl getting getting eyes made not got say word Misery loves company Buying drinks back bar thick thieves Stealing little sips best make best worst Keep playing songs keep singing along Keep leaning closer Keep salting rim getting even night first kiss like Colorado hit better keep keeping lit 'Til cannot remember Cannot remember came forget Go ahead check phone like checking mine Nobody's ex testing rewind Looks like Fall love enough get us getting Keep playing songs keep singing along Keep leaning closer Keep salting rim getting even night first kiss like Colorado hit better keep keeping lit 'Til cannot remember Cannot remember came forget Yeah first came forget Looks like Fall love enough get us getting Keep playing songs keep singing along Keep leaning closer Keep salting rim getting even night first kiss like Colorado hit better keep keeping lit 'Til cannot remember Cannot remember came forget came forget came forget Baby baby came forget,Positive
2017,Nobody Else But You,Trey Songz,True,2017,"Pop music, Children's Music, Alternative/Indie, R&B/Soul, Dance/Electronic, Pop, Rock",not want nobody else not want nobody else ooh ah ah Nobody else ooh ah ah like ooh ah yeah ooh ah ah Lately giving room uh huh Lately not know ooh ooh ooh not want nobody else ooh ah ah know not want wait aye say stay away aye know babe great Gratefully love ooh ah ah Know lot men would better Know done put whatever know care know ever something happen still Real one guess fool Looking mirror like not scared lose acting like another man would not choose know true girl ooh girl cannot even lie yeah got falling Even try game keep calling club always balling Tryna' love not fall often hard got falling Even try hoes keep calling club always balling Tryna' love not fall often hard still not want nobody else not want nobody else ooh ah ah Nobody else ooh ah ah not want nobody else catch us low know hate say say not every time goes bring pain back yeah Break ups make ups way goes ooh ah ah Know lot men would better ooh ah Know done put whatever ooh ah know care know spared know not wait forever Real one guess fool Looking mirror like not scared lose acting like another man would not choose know true girl ooh girl cannot even lie yeah got falling Even try game keep calling calling name club always balling Tryna' love not fall often hard got falling Even try hoes keep calling club always balling Tryna' love not fall often hard still not want nobody else not want nobody else ooh ah ah Nobody else ooh ah ah not want nobody else ooh ah ah nobody else ooh ah ah not want nobody else ooh ah ah nobody else Nobody else ooh ah ah ooh ah ooh ah ah nobody else,Positive
2016,Too Good,Drake Featuring Rihanna,True,2016,"R&B/Soul, Hip-Hop/Rap",Oh yeah yeah yeah Oh yeah yeah yeah Yeah Look... not know talk not know ask okay friends always feel need tell things Seems like happier us days Yeah days not know talk not know need feels like time see turn head side look differently Yeah last night think lost patience Last night got high expectations Last night came realization hope take hope take good way good take love granted not understand No good way good take love granted not understand not know talk know found getting lost Lately make work hard Got flights overseas still cannot get across last night think lost patience Last night got high expectations Last night came realization hope take hope take good way good take love granted not understand No good way good take love granted not understand Years go fast cannot keep track long last feel bad asking cannot end like got take time Cock uh bumper sit Let see something fix got somebody not play victim Free time costing seems Sacrificing things want tell intentions want things mention want benefit friendship want get late night message put hands around Got get handle Got get handle fact good way good take love granted not understand No good way good take love granted not understand Gyal mi warn Pay uh visa neck yo fly regular Baby cock uh bumper sit Gyal yo put put good uh fit Mi give everything de wallet pocket Cock uh bumper sit Gyal yo put put good uh fit Mi give everything de wallet pocket,Positive
2021,Single Saturday Night,Cole Swindell,True,2022,"Indie pop, Folk-pop, Pop",taking shots Throwing spot Three sheets guys Every single Saturday night killing time crushing cans Trying not catch tan neon lights Every single Saturday night yeah Everybody knew could find right blue right nowhere nowhere Sitting corner baby saw Pretty red lips working White Claw Shaking little 'Shook Night Long' thought man beautiful sight not morning not wake shirt Even holding hands walking church would thought baby looking back would last single Saturday night yeah last single Saturday night drink two see well see girl got side Every single Saturday night yeah Every boys tell miss Oh get right Yeah Sitting corner baby saw Pretty red lips working White Claw Shaking little 'Shook Night Long' thought man beautiful sight not morning not wake shirt Even holding hands walking church would thought baby looking back would last single Saturday night last time would buy drink girl would never met not looking love walked door damn not find not even looking Sitting corner baby saw Pretty red lips working White Claw Shaking little 'Shook Night Long' thought damn beautiful sight not morning not wake shirt Look us even picking church would thought baby looking back would last single Saturday night yeah last single Saturday night,Positive
2019,Worth It,YK Osiris,True,2019,"R&B/Soul, Hip-Hop/Rap",would give world nah nah nah got worth yeah yeah yeah yeah would give world baby girl got worth (Oh oh oh not got perfect (Mm got worth yeah yeah yeah yeah would give world baby girl got worth yeah yeah not got perfect (Oh oh oh got worth yeah yeah yeah nah nah Everybody doubted girl stuck around told hold gone hold not got perfect got worth Buyin' baby girl not ever work Time precious baby girl Let us not let go really want know love not lie know felt alone huh road huh shows swear not wrong Ridin' around city yeah Girl know coming yeah hundred fifty girl not nobody messing yeah not really think understand Baby girl know understand trona go feed nah would give world baby girl got worth (You got worth not got perfect (You not got perfect got worth yeah yeah yeah yeah would give world baby girl got worth yeah yeah (You got worth not got perfect (You not got perfect got worth yeah yeah yeah nah nah would give world baby girl got worth (Oh oh oh not got perfect (Mmh mho got worth yeah yeah yeah yeah would give world baby girl got worth yeah yeah not got perfect (Oh oh oh got worth yeah yeah yeah nah nah,Positive
2023,Attention,Doja Cat,True,2023,"Pop, Hip-Hop/Rap","Baby like reach pet one not bite not get aggressive Show touch Hold like precious not need loving needs attention needs seeks affection (So sweet Hungry fiends attention needs seeks affection Hungry fiends Look look looking taste good redirect cooking could opener redirect booking read comments saying ""D really ""D need see therapist Yes one got really best feel like see bitches depressed not afraid finally say shit chest Lost lily weight not never lost tushy Lookin' good bald head match Lookin' good saying ugly Boo-hoo night not sad not fuck sad really thought ass lucky paid bill reply made money pile knee high made stats peak got blue check afford go reinstall new wig afford not lousy go shit Talk shit easily disprove stupid follow not really care music Baby like reach pet one not bite not get aggressive Show touch Hold like precious not need loving needs attention needs seeks affection (So sweet Hungry fiends attention needs seeks affection Hungry fiends Look look naked Vulnerability earned lot bacon put thong ass taught shake paid respect taught make reap benefits no confrontation fall beef another conversation sorry find really entertaining want see slip fall right faces want one see devastation Not not bad press good disrespect's real Patek look Pull checkbook neck crooked never learn superstar textbook Talkin' ""She falling get booked Man humble tired deprecation let flex brush let pop shit ""Why think Nicki M? think hot shit "" hmm never gave F go stir pot bitch got head dirt like ostrich course bitches comparing Doja hottest Baby like reach pet one not bite not get aggressive Show touch Hold like precious not need loving needs attention needs seeks affection (So sweet Hungry fiends attention needs seeks affection Hungry fiends Okay cute",Positive
2017,24K Magic,Bruno Mars,True,2018,"Funk, Disco, Contemporary R&B, R&B/Soul, MORE",Tonight want take higher Throw hands sky Let us set party right Players put pinky rings moon Girls trying Twenty four karat magic air Head toe player Look uh Pop pop show time show time Show time show time Guess back Oh not know (Go tell Oh not know (Go tell bet know soon walk showing Wearing Cuban links Designer minks Inglewood's finest shoes whoop whoop not look hard might hurt Known give color red blues Oh shit dangerous man money pocket keep many pretty girls around waking rocket keep mad fix ya face not fault locking keep Players come Put pinky rings moon Girls trying Twenty four karat magic air Head toe player Uh look Second verse hustles gangstas Bad bitches ya ugly ass friends preach (Uh oh preach (Uh oh got show pimp get First take sip dip Spend money like money not shit whoop whoop fresh Got blame Jesus Hashtag blessed not ready dangerous man money pocket keep many pretty girls around waking rocket keep mad fix ya face not fault locking keep Players come Put pinky rings moon Hey girls trying (What trying Twenty four karat magic air Head toe player Uh look everywhere go like Ooh player Everywhere go like ooh player ooh Oh everywhere go like ooh player ooh watch break like Twenty four karat twenty four karat magic sound twenty four karat twenty four karat magic Come Twenty four karat twenty four karat magic not fight feeling invite feeling put pinky rings moon Girls trying (Tell trying Twenty four karat magic air Head toe player hands Put pinky rings moon Girls trying Twenty four karat magic air Head toe player twenty four karate uh look,Negative
2023,El Azul,Junior H x Peso Pluma,True,2023,"Latin music, Regional Mexican",Qué pay menswear con la mere Una con site chinos due de retreat true Al senor de la montage de lot drones demos Cuernos deal diabolo junto mi Viejo lobo en para el polo tragical Dios simple guide mi corrida de Elegua En la single train el 701 Melena de lean puts venge de no Siempre puts no homos cults Bajo peril el extra Aunque fun bunch olid Bélicos ya homos calicos merinos con el corridor deal angel Dios lido person lot decades Pero es pesto Rolls-Royce Que pay la segued ya de bringer enamor el diner quiet quiet quiet mes Cuernos deal diabolo commando mi Viejo lobo en para el polo tragical Dios simple guide mi corrida de Elegua En la single train el 701 Melena de lean puts venge de no Siempre puts no homos cults Bajo peril el extra Ruíz el due bunch olid Bélicos homos calicos merinos con el corridor deal angel Le lido person mi Dios lot decades Pero es pesto Translate English,Negative
2018,Look Alive,BlocBoy JB Featuring Drake,True,2018,"Emo rap, Lo-fi, Alternative hip hop, Hip-Hop/Rap",Tay Keith fuck nights Yeah yeah Yeah God BlocBoy 6 God BlocBoy woods God BlocBoy 6 God BlocBoy woods Yeah 901 Shelby Drive look alive look alive Niggas came side side Oh well fuck dog gone see hard ride get racks go outside split guys side nights acting like tied gone since like July nights acting like died not expecting shit Capo go slide told put shit behind us lied Ay ay look around man fucked downtown man Fourth floor bound man get caught man Pushed edge really not fault man not blame man fucking industry cutthroat not man could let check tag rocking name brand chasing bags got game plan wood Seven hundred three high fives look alive look alive Niggas came side side Oh well fuck dog gone see hard ride get racks go outside split guys side nights acting like tied gone since like July nights acting like died not expecting shit Capo go slide told put shit behind us Bitch come get money D-D-Drizzy get loot Pull Draco Play Drake shoot weapon instrument man blow like flute Nigga play feeling Pull broad day K shivering Drop night like littering door like delivery not plug middle man That-that night brown like cinnamon got rounds like Sugar Ray Robinson Shot chest gasping oxygen spay like Febreeze Came long way sitting nosebleeds night floor talking athletes close game could steal stay sheet 901 Shelby Drive look alive look alive Niggas came side side Oh well fuck dog gone see hard ride get racks go outside split guys side nights acting like tied gone since like July nights acting like died not expecting shit Capo go slide told put shit behind us lied,Positive
2018,Back To You,Selena Gomez,True,2018,"Rhythm and blues, Emo",Took like shot Thought could chase cold evening Let couple years water feeling every time talk Every single word builds moment got convince not want Even though (Even though could break heart two heals beats know forward true want hold not supposed lying close someone else stuck head cannot get could know would go back know would go back know would go back never got right Playing replaying old conversations Overthinking every word hate not point hiding Everybody knows got unfinished business regret not say not could (Is not could could break heart two heals beats know forward true want hold not supposed lying close someone else stuck head cannot get could know would go back know would go back know would go back would go back would go back not sure would go back (I know would go back break heart two heals beats know forward true not lie would go back know thoughts running loose thing make could fight used know would go back want hold not supposed (When not supposed lying close someone else stuck head cannot get could know would go back would go back would go back know would go back would go back would go back know would go back,Negative
2015,Kiss You In The Morning,Michael Ray,True,2015,"Alternative rock, Children's Music, Electropop, Electronic rock, Alternative/Indie",jeans faded right places got hanging tight curves like little E-Races Girl funky little backseat's got Feel like tipsy not even drink want kiss parking lot moonlight Kiss running red lights Baby set mood right like Everything right making crazy want kiss dance floor Kiss like let us go come Baby let hear say oh oh want kiss neon light eyes glowing want kiss morning Yeah want kiss morning Oh little outlaw Stealing heart drop low touch toes Girl know showing little tattoo tan line oh Pretty little butterfly else got hide want kiss parking lot moonlight Kiss running red lights Baby set mood right like Everything right making crazy want kiss dance floor Kiss like let us go come Baby let hear say oh oh want kiss neon light eyes glowing want kiss morning Yeah want kiss morning want kiss parking lot moonlight Kiss running red lights Baby set mood right like Everything right making crazy want kiss dance floor Kiss like let us go come Baby let hear say oh oh want kiss neon light eyes glowing want kiss morning want kiss morning morning Yeah want kiss morning,Positive
2018,Zombie,Bad Wolves,True,2018,"Metal, Groove metal, Halloween music, Rock",Another head hangs lowly Child slowly taken violence causes silence mistaken see not not family head head fighting tanks bombs bombs drones head head crying head head Zombie zombie head head Zombie zombie oh Another mother's breaking heart taking violence causes silence must mistaken old theme 2018 head head still fighting tanks bombs guns drones head head dying head head Zombie zombie head head Zombie zombie oh old theme 2018 head head dying head head Zombie zombie head head Zombie zombie Oh oh oh oh oh oh oh Yeah ooh,Negative
2017,Shape Of You,Ed Sheeran,True,2017,"New jack swing, Hip hop soul",club not best place find lover bar go friends table shots Drinking fast talk slow Come start conversation trust give chance Take hand stop put Van Man jukebox start dance singing like Girl know want love love handmade somebody like Come follow lead may crazy not mind Say boy let us not talk much Grab waist put body Come follow lead Come come follow lead love shape push pull like magnet Although heart falling love body last night room bedsheets smell like Every day discovering something brand new love body love body love body love body Every day discovering something brand new love shape One week let story begin going first date thrifty go eat Fill bag fill plate talk hours hours sweet sour family okay leave get taxi kiss backseat Tell driver make radio play singing like Girl know want love love handmade somebody like Come follow lead may crazy not mind Say boy let us not talk much Grab waist put body Come follow lead Come come follow lead love shape push pull like magnet Although heart falling love body last night room bedsheets smell like Every day discovering something brand new love body love body love body love body Every day discovering something brand new love shape Come baby come Come baby come Come baby come Come baby come Come baby come Come baby come Come baby come Come baby come love shape push pull like magnet Although heart falling love body last night room bedsheets smell like Every day discovering something brand new love body Come baby come Come (I love body baby come Come baby come Come (I love body baby come Come baby come Come (I love body baby come Every day discovering something brand new love shape,Positive
2019,The Git Up,Blanco Brown,True,2019,"Pop music, Children's Music",Right need get real loose Get comfortable Grab loved ones grab love partner no worries follow Gon' 2 step cowboy boogie Grab sweetheart spin hoedown get whoop Take left dip Gon' throw take sip lean back put hips whoop let us fun left left left left right right right take left hand put side put side Go roll shoulders roll shoulders slip slide slip slide next part's favorite part time shine Gon' 2 step cowboy boogie Grab sweetheart spin hoedown get whoop Take left dip Gon' throw take sip lean back put hips simple Slide left slide right cool good time Slide left slide right butterfly good time 'Round around around around go time show right take floor Gon' 2 step cowboy boogie Grab sweetheart spin hoedown get whoop Take left dip Gon' throw take sip lean back put hips whoop Take take take Take take take (To right Bring bring bring Bring bring bring (To front Take crisscross Bring crisscross (To back whatever like right get fun Gon' 2 step cowboy boogie Grab sweetheart spin hoedown get whoop Take left dip Gon' throw take sip lean back put hips whoop Uh not bad not bad not bad not bad not bad not bad not bad not bad Gon' 2 step cowboy boogie Grab sweetheart spin hoedown get whoop Take left dip Gon' throw take sip lean back put hips whoop,Positive
2020,Die From A Broken Heart,Maddie & Tae,True,2020,"Trap music, Latin Urbano, R&B/Soul, Afroswing, Hip-Hop/Rap, Dembow",Hey Mama get red wine stain Outta favorite dress Black mascara pillow case Cure headache Mama come maybe stay days weekend next hey get red wine stain Outta favorite dress sleep night Mama nerve guy leave easy going alright want kick falling hard Mama die broken heart ask Daddy got time come look front door got slammed last night not close right promise not tell everything keep pistol drawer Mama please not say going laugh someday not see way drove away sleep night Mama nerve guy leave easy going alright want kick falling hard Mama die broken heart Oh broken heart knees give praying hard praying hard go blind crying dark crying dark ever really real not feel like feel sleep night Mama nerve guy leave easy going alright sleep night Mama nerve guy leave easy going alright want kick falling hard Mama die broken heart broken heart,Negative
2017,My Girl,Dylan Scott,True,2016,"Electropop, Pop",looks pretty no makeup hear talking mama phone love raps Eminem song Huh girl Man eyes really drive crazy see smile holds baby honestly say saved girl yeah Yeah girl passenger seat windows dancing around Causin' scene girl Sippin' Crown Sprite ball cap turned back Ooh got like Yeah baby girl gone done Makin' guys wishing bet not see see see girl Every night goes bed hits knees bows head Thanks Lord another day thank girl yeah Yeah girl passenger seat windows dancing around Causin' scene girl Sippin' Crown Sprite ball cap turned back Ooh got like Yeah baby girl gone done Makin' guys wishing bet not see see see girl Oh girl Yeah girl truck songs sing radio girl heart soul air breathe every day girl Yeah everything girl girl passenger seat windows dancing around Causin' scene girl Sippin' Crown Sprite ball cap turned back Ooh got like Yeah baby girl gone done Makin' guys wishing bet not see see see girl Oh girl Yeah girl,Positive
2023,"Angel, Pt. 1","Kodak Black, NLE Choppa, Jimin, JVKE & Muni Long",True,2023,"Afrobeats, R&B/Soul, Nigerian R&B, Afropop, UK R&B, Afroswing, Hip-Hop/Rap",Angel not fly close pull eventually not want lose wings People like break beautiful things Angel not fly close want need not want lose wings People like break beautiful things give ease pain yeah would day step back game keep harm's way Would risk game take one person Two people one til feel way hurting still middle school Given's flipped whip Bodies dropping ever knew drip going family no matter way go brush ugly corner everybody betray,Negative
2014,Rather Be,Clean Bandit Featuring Jess Glynne,True,2014,"Dance/Electronic, Pop",Oh oh oh thousand miles comfort travelled land sea long no place would rather would wait forever Exalted scene long heart continues beat every step take Kyoto Bay Strolling casually different Gave another name Switch batteries gave chance would take shot dark make Know heart cannot shame no place would rather No no no no no no place would rather No no no no no no place would rather No no no no no no place would rather Ooh set mission find inner peace Make everlasting nothing's incomplete easy Sacred simplicity long together no place would rather every step take Kyoto Bay Strolling casually different Gave another name Switch batteries gave chance would take shot dark make Know heart cannot shame no place would rather No no no no no no place would rather No no no no no no place would rather No no no no no no place would rather no place would rather yeah Ooh Yeah-e-yeah-e-yeah-e-yeah-e-yeah yeah gave chance would take shot dark make Know heart cannot shame no place would rather No no no no no no place would rather No no no no no no place would rather No no no no no no place would rather no place would rather,Negative
2021,Wockesha,Moneybagg Yo,True,2021,"Pop-punk, Alternative/Indie, Pop, Hip-Hop/Rap, Rock","Yeah kind put cup minute uh honestly not nobody's business cup cup cup cup drink whatever hell cup reaction got popular successful lot things ever done probably pick cup back seeing looking like Keisha like ""Do love love not Damn hit spot Taste like candy sweet like fruit Wet like water love Withdrawals feeling different every day need dose Every missing got times go ghost mind hmm hmm hmm hmm stamping Priority status bitches mad mad Thumbin' hunted thou spent times two Caught cutting loose popped back like peekaboo go flyer Louis V coat Gas station coffee cup full not drive boats no Money cannot buy happiness found love inside G Head something eat thug night need No lie get higher prices weed displaying feelings like wearing sleeve One minute done next one running back Go way go way somehow still attached Tryna find answers cup not no truth like dumb fucking spend stupid racks sitting knowing not need ya pouring O's lid Sippin' chaser reefer cannot get mind Wockesha Watch put heart cup feelings therapist talk cup (I swear Ring around rose cup full OZ's hope not OD keep saying ""Pour Turn purple demon mojo Fuck like miss whole week not no playground love grown grown fucked paid four hunted zone strong bitch not like fucking home house Relapsin' every time try leave lone (I relapse girl Every night street looking rare Dark skin purple hair stingy heart share (I cannot Never needed nobody feel good somebody somebody Drop pick whenever feel like shit toxic Let know feel hmm got stop must stop One minute done next one running back Go way go way somehow still attached Tryna find answers cup not no truth like dumb fucking spend stupid racks sitting knowing not need ya pouring O's lid Sippin' chaser reefer cannot get mind Wockesha Watch put heart cup feelings therapist talk cup (I swear Hmm-hmm hmm Hmm-hmm hmm",Positive
