Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre,Label
2014,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,True,"I gotta lotta cash (Mustard on that beat ho)
I don't mind spendin' it, yeah
I'ma smoke this joint then I'ma break you off
I'd be lying if I said you ain't the one
All these tattoos in my skin they turn you on
Lotta smoking, drinking, that's the shit I'm on
Heard you not the type that you take home to mom
Is we fucking when we leave the club or nah?
I ain't spending cash for nothing, I wanna see you take it off
I'ma pop this bottle, you gon' give me brain or nah?
Heard you from the hood, you rep that thing or nah?
Gotta lotta ass, you gon' shake that thing or nah?
Heard you smoke blunts, you down with paper planes or nah?
I feel like I'm Tony, you my boss? I'm thinking nah
The whole world I take it on
You gonna run it for these hundreds girl or nah?
Show me is you really 'bout your money girl or nah?
Don't play with a boss, girl take it off
Take it for a real one, you gon' get it all (oh yeah)
Is you really 'bout your money or nah?
Can you really take dick or nah?
Can I bring another bitch or nah?
Is you with the shits or nah?
Or nah, or nah
Would you ride for a nigga or nah?
Would you die for a nigga or nah?
Would you lie to a nigga or nah?
Or nah
Can you really take dick or nah?
Can I bring another bitch or nah?
Is you with the shits or nah?
Or nah, or nah
Would you ride for a nigga or nah?
Would you die for a nigga or nah?
Would you lie to a nigga or nah?
Or nah
Girl make that ass clap for young Dolla $ign
You already know my money go a long time
I could slide for it, like Nelly (like Nelly)
I'ma go as far as you let me (yeah yeah)
Girl is you sucking me or fucking me or nah?
Can I bring another bitch? Lets have a threesome
Keep saying you's a freak you gon' prove it or nah? (Yeah)
His bitch keep lookin' at me, she choosin' or nah?
You's a ride or die chick, you with the shit or nah?
Say you not a side bitch, you all in or nah?
You gon' make them eggs cheesy with them grits or nah?
Can you do it like that, on this dick or nah?
You gonna run it for these hundreds girl or nah?
Show me is you really 'bout your money girl or nah?
Don't play with a boss, girl take it off
Take it for a real one, you gon' get it all
Is you really 'bout your money girl or nah?
Can you really take dick or nah?
Can I bring another bitch or nah?
Is you with theshits or nah?
Or nah, or nah
Would you ride for a nigga or nah?
Would you die for a nigga or nah?
Would you lie to a nigga or nah?
Or nah
Can you really take dick or nah?
Can I bring another bitch or nah?
Is you with the shits or nah?
Or nah, or nah
Would you ride for a nigga or nah?
Would you die for a nigga or nah?
Would you lie to a nigga or nah?
Or nah
Gon make that ass clap
Gon make that ass clap
Ma-ma-make that ass clap
Gon' make that ass clap",2014,"Pop, UK R&B, Hip-Hop/Rap, Rock",Negative
2014,La La La,Naughty Boy Featuring Sam Smith,True,"La la, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la, la la la la la na na na na na
La la na na, la la la la la na na na na na
Hush, don't speak
When you spit your venom, keep it shut I hate it
When you hiss and preach
About your new messiah 'cause your theories catch fire
I can't find your silver lining
I don't mean to judge
But when you read your speech, it's tiring
Enough is enough
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
'Cause if my heart can't stop it
I find a way to block it, I go
La la, la la la la la na na na na na
La la na na, la la la la la na na na na na
I find a way to block it, I go
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
If our love is running out of time
I won't count the hours, rather be a coward
When our worlds collide
I'm gonna drown you out before I lose my mind
I can't find your silver lining
I don't mean to judge
But when you read your speech, it's tiring
Enough is enough
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
'Cause if my heart can't stop it
I find a way to block it, I go
La la, la la la la la na na na na na
La la na na, la la la la la na na na na na
I find a way to block it, I go
La la, la la la la la na na na na na
La la na na, la la la la la na na na na na
I find a way to block it, oh
La la, la la la la la na na na na na
La la na na, la la la la la na na na na na
I find a way to block it, I go
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
'Cause if my heart can't stop it
I find a way to block it, I go
I'm covering my ears like a kid
When your words mean nothing, I go la la la
I'm turning up the volume when you speak
'Cause if my heart can't stop it
I find a way to block it, I go
La la, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na
La la na na, la la la la la na na na na na",2013,"Pop, UK R&B, Hip-Hop/Rap, Rock",Negative
2014,Ain't It Fun,Paramore,True,"I don't mind
Letting you down easy, but just give it time
If it don't hurt now then just wait, just wait a while
You're not the big fish in the pond no more
You are what they're feeding on
So what are you gonna do
When the world don't orbit around you?
So what are you gonna do
When the world don't orbit around you?
Ain't it fun?
Living in the real world
Ain't it good?
Being all alone
Where you're from
You might be the one who's running things
Where you can ring anybody's bell and get what you want
See it's easy to ignore trouble
When you're living in a bubble
So what are you gonna do
When the world don't orbit around you?
So what are you gonna do
When nobody wants to fool with you?
Ain't it fun?
Living in the real world
Ain't it good?
Being all alone?
Ain't it good to be on your own?
Ain't it fun? You can't count on no one
Ain't it good to be on your own?
Ain't it fun? You can't count on no one
Ain't it fun?
Living in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world
Ain't it fun, ain't it fun?
Baby, now you're one of us
Ain't it fun, ain't it fun?
Ain't it fun?
Ain't it fun?
Living in the real world
Ain't it good? (Ain't it good?)
Being all alone
Ain't it fun living in the real world?
('Cause the world don't orbit around you)
Ain't it good? (Ain't it good?)
Being all alone
Don't go crying to your mama (Run to your mama)
'Cause you're on your own in the real world (Don't go crying)
Don't go crying to your mama (To your mama)
'Cause you're on your own in the real world
Don't go crying to your mama
'Cause you're on your own in the real world (This is the real world)
Don't go crying to your mama
'Cause you're on your own in the real world (This is the real world)
Don't go crying (This is the real world) to your mama
'Cause you're on your own in the real world
Don't go crying to your mama (Don't you cry)
'Cause you're on your own in the real world
Don't go crying (Don't you go, don't you go crying)
Don't go crying (You're on your own)
Don't go crying (Don't go crying to your mama)
Don't go crying",2013,"Pop rock, Alternative rock, New wave, New jack swing, Funk rock, Alternative/Indie, Pop",Negative
2014,Tennis Court,Lorde,True,"Don't you think that it's borin' how people talk?
Makin' smart with their words again, well, I'm bored
Because I'm doin' this for the thrill of it, killin' it
Never not chasin' the million things I want
And I am only as young as the minute is, full of it
Getting pumped up from the little bright things I bought
But I know they'll never own me (yeah)
Baby, be the class clown, I'll be the beauty queen in tears
It's a new art form, showin' people how little we care (yeah)
We're so happy, even when we're smilin' out of fear
Let's go down to the tennis court and talk it up like, yeah (yeah)
Pretty soon I'll be gettin' on my first plane
I'll see the veins of my city like they do in space
But my head's fillin' up fast with the wicked games, up in flames
How can I fuck with the fun again when I'm known?
And my boys trip me up with their heads again, lovin' them
Everything's cool when we're all in line for the throne
But I know it's not forever (yeah)
Baby, be the class clown, I'll be the beauty queen in tears
It's a new art form, showin' people how little we care (yeah)
We're so happy, even when we're smilin' out of fear
Let's go down to the tennis court and talk it up like, yeah (yeah)
It looked alright in the pictures (yeah)
Gettin' caught's half of the trip, though, isn't it? (Yeah)
I fall apart with all my heart (yeah)
And you can watch from your window (yeah)
And you can watch from your window
Baby, be the class clown, I'll be the beauty queen in tears
It's a new art form, showin' people how little we care (yeah)
We're so happy, even when we're smilin' out of fear
Let's go down to the tennis court and talk it up like, yeah (yeah)
And talk it up like, yeah (yeah), and talk it up like, yeah (yeah)
Let's go down to the tennis court and talk it up like, yeah (yeah)
And talk it up like, yeah (yeah), and talk it up like, yeah (yeah)
Let's go down to the tennis court, and talk it up like, yeah (yeah)",2013,"Alternative/Indie, Pop",Positive
2014,Rather Be,Clean Bandit Featuring Jess Glynne,True,"Oh, oh, oh
We're a thousand miles from comfort
We have travelled land and sea
But as long as you are with me
There's no place I'd rather be
I would wait forever
Exalted in the scene
As long as I am with you
My heart continues to beat
With every step we take
Kyoto to The Bay
Strolling so casually
We're different and the same
Gave you another name
Switch up the batteries
If you gave me a chance I would take it
It's a shot in the dark but I'll make it
Know with all of your heart, you can't shame me
When I am with you, there's no place I'd rather be
No, no, no, no, no, no place I'd rather be
No, no, no, no, no, no place I'd rather be
No, no, no, no, no, no place I'd rather be
Ooh
We set out on a mission
To find our inner peace
Make it everlasting
So nothing's incomplete
It's easy being with you
Sacred simplicity
As long as we're together
There's no place I'd rather be
With every step we take
Kyoto to The Bay
Strolling so casually
We're different and the same
Gave you another name
Switch up the batteries
If you gave me a chance I would take it
It's a shot in the dark but I'll make it
Know with all of your heart, you can't shame me
When I am with you, there's no place I'd rather be
No, no, no, no, no, no place I'd rather be
No, no, no, no, no, no place I'd rather be
No, no, no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be, yeah
Be
Ooh
Be, be, be, be, be, be, be, be, be
Yeah-e-yeah-e-yeah-e-yeah-e-yeah, yeah!
If you gave me a chance I would take it
It's a shot in the dark but I'll make it
Know with all of your heart, you can't shame me
When I am with you, there's no place I'd rather be
No, no, no, no, no, no place I'd rather be
No, no, no, no, no, no place I'd rather be
No, no, no, no, no, no place I'd rather be
When I am with you there's no place I'd rather be",2014,"Dance/Electronic, Pop",Negative
2014,Whiskey In My Water,Tyler Farr,True,"In my truck, flyin' down a dirt road
Pickin' you up, feeling kinda crazy
I think I'm in luck 'cause I know my baby
She slaps my knee, says boy why you smilin'?
Doin' my best, so hard to hide it
I know what's up, so I just shoot her a wink
'Cause when the sun goes down, it'll get a little hotter
Make an ol' boy's heart beat a little harder
I know I can't lose 'cause It's goin' down smooth tonight, baby
One ain't enough ma'm may I have another
Sittin' 'round the fire getting drunk on each other
Every day I pray, I thank God I got her
She's the moon in my shine, the whiskey in my water (whiskey in my water)
When we pass Flint bridge, I break out the bottle
Drop it down low, crank up the throttle
I'm good to go, 'cause I got you tonight, baby
'Cause when the sun goes down, it'll get a little hotter
Make an ol' boy's heart beat a little harder
I know I can't lose 'cause It's goin' down smooth tonight, baby
One ain't enough ma'm may I have another
Sittin' 'round the fire getting drunk on each other
Every day I pray, I thank God I got her
She's the moon in my shine, the whiskey in my water
Mm, yeah
Sittin' on this hill with her
Lookin' in them baby blues
Wishin' that the sky would change
I've been thinkin' 'bout it all damn day
I can hardly wait
'Cause when the sun goes down, it'll get a little hotter
Make an ol' boy's heart beat a little harder
I know I can't lose 'cause It's goin' down smooth tonight, baby
One ain't enough ma'm may I have another
Sittin' 'round the fire getting drunk on each other
Every day I pray, I thank God I got her
She's the moon in my shine, the whiskey in my water
Whiskey in my water
Whiskey in my water, yeah, yeah, yeah",2013,"R&B/Soul, Afroswing, Hip-Hop/Rap",Positive
2014,Shower,Becky G,True,"I don't know, it's just something about ya (woo)
Got me feeling like I can't be without ya (woo)
Anytime someone mention your name (woo)
I be feeling as if I'm around ya (woo)
Ain't no words to describe you, baby (woo)
All I know is that you take me high (woo)
Can you tell that you drive me crazy? (Woo)
'Cause I can't get you out my mind
Think of you when I'm goin' to bed
When I wake up, think of you again
You were my homie, lover and friend
Exactly why
You light me up inside
Like the fourth of July
Whenever you're around
I always seem to smile
And people ask me how
Well, you're the reason why
I'm dancing in the mirror and singing in the shower
La-da-di, la-da-da, la-da-da
Singing in the shower
La-da-di, la-da-da, la-da-da
Singing in the shower
All I want, all I need is your lovin' (woo)
Baby, you make me hot like an oven (woo)
Since you came, you know what I've discovered? (Woo)
Baby, I don't need me another (woo)
No, no, all I know (no)
Only you got me feelin' so (so)
And you know that I got to have ya (woo)
And I don't plan to let you go
Think of you when I'm goin' to bed
When I wake up, think of you again
You were my homie, lover and friend
Exactly why
You light me up inside
Like the fourth of July
Whenever you're around
I always seem to smile
And people ask me how
Well, you're the reason why
I'm dancing in the mirror and singing in the shower (shower)
La-da-di, la-da-da, la-da-da
Singing in the shower
La-da-di, la-da-da, la-da-da (yeah)
Singing in the shower (whoa, oh)
There ain't no guarantee
But I'll take a chance on we
Baby, let's take our time
(Singing in the shower)
And when the times get rough
There ain't no giving up
'Cause it just feels so right
(Singing in the shower)
Don't care what others say
If I got you, I'm straight
You bring my heart to life, yeah
You light me up inside
Like the fourth of July
Whenever you're around
I always seem to smile
And people ask me how
Well, you're the reason why
I'm dancing in the mirror and singing in the shower (oh)
La-da-di, la-da-da, la-da-da
Singing in the shower
La-da-di, la-da-da, la-da-da
You got me singing in the shower
La-da-di, la-da-da, la-da-da
Singing in the shower
La-da-di, la-da-da, la-da-da",2014,"Alternative/Indie, R&B/Soul, Dance/Electronic, Pop, MORE",Positive
2014,Birthday,Katy Perry,True,"I heard you're feeling nothing's going right
Why don't you let me stop by?
The clock is ticking, running out of time
So we should party all night
So cover your eyes, I have a surprise
I hope you got a healthy appetite
If you wanna dance, if you want it all
You know that I'm the girl that you should call
Boy, when you're with me
I'll give you a taste
Make it like your birthday everyday
I know you like it sweet
So you can have your cake
Give you something good to celebrate
So make a wish
I'll make it like your birthday everyday
I'll be your gift
Give you something good to celebrate
Pop your confetti, pop your Pérignon
So hot and heavy 'til dawn
I got you spinning like a disco ball
All night, they're playing your song
We're living the life, we're doing it right
You're never gonna be unsatisfied
If you wanna dance, if you want it all
You know I'm the girl that you should call
Boy, when you're with me
I'll give you a taste
Make it like your birthday everyday
I know you like it sweet
So you can have your cake
Give you something good to celebrate
So make (so make) a wish (a wish)
I'll make it like your birthday everyday
I'll be (I'll be) your gift (your gift)
Give you something good to celebrate
Happy birthday
So let me get you in your birthday suit
It's time to bring out the big balloons
So let me get you in your birthday suit
It's time to bring out the big, big, big, big, big, big balloons
Boy, when you're with me
I'll give you a taste
Make it like your birthday everyday
I know you like it sweet
So you can have your cake
Give you something good to celebrate
Boy, when you're with me
I'll give you a taste
Make it like your birthday everyday
I know you like it sweet
So you can have your cake
Give you something good to celebrate
So make (so make) a wish (a wish)
I'll make it like your birthday everyday
I'll be (I'll be) your gift (your gift)
Give you something good to celebrate
Happy birthday",2013,"R&B/Soul, Pop",Positive
2014,Dark Horse,Katy Perry Featuring Juicy J,True,"Yeah, y'all know what it is
Katy Perry
Juicy J
Uh huh, let's rage
I knew you were
You were gonna come to me
And here you are
But you better choose carefully
'Cause I, I'm capable of anything
Of anything and everything
Make me your Aphrodite
Make me your one and only
But don't make me your enemy (enemy)
Your enemy (your enemy), your enemy
So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse (hey)
Are you ready for, ready for (hey)
A perfect storm, perfect storm? (Hey, hey)
'Cause once you're mine, once you're mine (hey, hey, hey, hey)
(There's no going back)
Mark my words
This love will make you levitate
Like a bird, like a bird without a cage
But down to earth
If you choose to walk away, don't walk away
It's in the palm of your hand now, baby
It's a yes or a no, no maybe
So just be sure before you give it all to me
All to me, give it all to me
So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse (hey)
Are you ready for, ready for (hey)
A perfect storm, perfect storm? (Hey, hey)
'Cause once you're mine, once you're mine (hey, hey, hey, hey)
Yup (Trippy)
(There's no going back)
Uh, she's a beast
I call her Karma (come back)
She eat your heart out like Jeffrey Dahmer (woo)
Be careful, try not to lead her on
Shawty heart is on steroids
'Cause her love is so strong
You might fall in love when you meet her (meet her)
If you get the chance, you better keep her (keep her)
She's sweet as pie, but if you break her heart
She turn cold as a freezer (freezer)
That fairy tale ending with a knight in shining armor
She can be my Sleeping Beauty
I'm gon' put her in a coma (woo)
Damn, I think I love her
Shawty so bad, I'm sprung and I don't care
She ride me like a roller coaster
Turn the bedroom into a fair (a fair)
Her love is like a drug
I was tryna hit it and quit it
But lil' mama so dope
I messed around and got addicted
So you wanna play with magic?
Boy, you should know what you're fallin' for (you should know)
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse (like a dark horse)
Are you ready for, ready for (ready for)
A perfect storm, perfect storm? (A perfect storm)
'Cause once you're mine, once you're mine (oh)
(There's no going back)",2013,"Soul music, Neo soul, Pop",Positive
2014,2 On,Tinashe Featuring ScHoolboy Q,True,"Give me all that you got now
Make you want me cause I'm hot now
I'm gone, so faded I'm on one
Bang bang, pop off like a long gun
If you a lame, nigga you ain't making no noise
Get faded, turn up with the big boys
Live fast, die young that's my choice
Get money, get money like an invoice
We can mob all in the whip (make the money)
Make the money, make a grip (I be stuntin')
I be stuntin' with my clique (gettin' faded)
Getting faded 'til we trip (oh)
Man, I love to get on
I love to get 2 on
When the drink be too strong
When the tree be way too strong
Get faded, turn up, bruh
Pour it on up 'til I can't even think no more
Get ratchet, go dumb then go more dumb then
We can keep it lit, let's roll
I love to get 2 on
Let's roll
I love to get 2 on
I love to, let's roll
I love to get 2 on
Let's roll
I love to get 2 on
I love 2, let's roll
Yeah we can get active
And all
My bitches attractive
We go
You know who we are now
Get high
Hotbox in my car now
If you a lame, nigga you ain't making no noise
Get faded, turn up with the big boys
Live fast, die young that's my choice
Get money, get money like an invoice
We can mob all in the whip (make the money)
Make the money make a grip (I be stuntin')
I be stuntin' with my clique (gettin' faded)
Getting faded 'til we trip (oh)
Man, I love to get on
I love to get 2 on
When the drink be too strong
When the tree be way too strong
Get faded, turn up, bruh
Pour it on up 'til I can't even think no more
Get ratchet, go dumb then go more dumb then
We can keep it lit, let's roll
I love to get 2 on (I love it)
Let's roll
I love to get 2 on (I love it)
I love to, let's roll
Uh, pull your panties down from under you
Beat that pussy up, make you wanna holla Q
Drunk than a bitch, high on that Mary Jane
Pussy in my mouth, pussy on my pinky ring
Nasty, baby do it in the backseat
Swear this marijuana keep it cracking
Lights, camera, action
I ain't doing nothing 'til the cash
Money, money, money, weed, fashion
Draped up and dripped out, keep the trees passing
Girl toot that thing up, fuck me, fuck rapping
Days of our lives so clap, clap that cake
Spreading your thighs I pump, pump your brakes, ay
Just give me the trees and we can smoke it ya (smoke it ya)
Just give me the drink and we can pour it ya (pour it ya)
And my enemies, they see me living now (living now)
And if you roll with me, then you'll be winning now, oh
Man, I love to get on
I love to get 2 on
When the drink be too strong
When the tree be way too strong
Get faded, turn up, bruh
Pour it on up 'til I can't even think no more
Get ratchet, go dumb then go more dumb then
We can keep it lit, let's roll
I love to get 2 on (I love it)
Let's roll
I love to get 2 on (I love it)
I love to, let's roll",2014,"R&B/Soul, UK R&B",Positive
2014,She Looks So Perfect,5 Seconds Of Summer,True,"Hey, hey, hey, hey
Hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey
Simmer down, simmer down
They say we're too young now to amount to anything else
But look around
We worked too damn hard for this just to give it up now
If you don't swim, you'll drown
But don't move, honey
You look so perfect standing there
In my American Apparel underwear
And I know now, that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now, that I'm so down
Hey! Hey, hey, hey, hey
Hey, hey, hey
Let's get out, let's get out
'Cause this deadbeat town's only here just to keep us down
While I was out, I found myself alone just thinking
If I showed up with a plane ticket
And a shiny diamond ring with your name on it
Would you wanna run away too?
'Cause all I really want is you
You look so perfect standing there
In my American Apparel underwear
And I know now, that I'm so down
I made a mix-tape straight out of '94
I've got your ripped skinny jeans lying on the floor
And I know now, that I'm so down
Hey! Hey, hey, hey hey
Hey, hey, hey, hey
You look so perfect standing there
In my American Apparel underwear
And I know now, that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now, that I'm so down
Hey! Hey, hey, hey, hey
Hey, hey, hey, hey
Hey, hey, hey
You look so perfect standing there
In my American Apparel underwear
And I know now, that I'm so down (hey!)
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now, that I'm so down",2014,"Pop rock, Pop-punk, Power pop, Pop",Positive
2014,I Don't Dance,Lee Brice,True,"I'll never settle down
That's what I always thought
Yeah, I was that kind of man
Just ask anyone
I don't dance, but here I am
Spinnin' you 'round and 'round in circles
It ain't my style, but I don't care
I'd do anything with you anywhere
Yes, you got me in the palm of your hand
'Cause I don't dance
Love's never come my way
I've never been this far
'Cause you took these two left feet
And waltzed away with my heart
No, I don't dance, but here I am
Spinnin' you 'round and 'round in circles
It ain't my style, but I don't care
I'd do anything with you anywhere
Yes, you got me in the palm of your hand girl
'Cause, I don't dance
Oooh. I don't dance. Oou oou oou oou
I don't dance, but here I am
Spinnin' you 'round and 'round in circles
It ain't my style, but I don't care
But I'd do anything with you anywhere
Oh I don't dance, but here I am
Spinnin' you 'round and around in circles
It ain't my style, but I don't care
I'd do anything with you anywhere
Yeah, you got me in the palm of your hand, girl
'Cause, I don't dance
Ou. No. Whoou oou oou ou",2014,"Country music, House music, Dance/Electronic, Folktronica",Positive
2014,Yeah,Joe Nichols,True,"It was just another night in the hayfield
'Til she climbed down off of them four wheels
Yeah, yeah
Soon as that sundress hit the headlights
Every tailgate way out there was like
Yeah, yeah
She started walking over to me
Like she already knew me
Sat down right beside me
And asked if I was here alone
And I said, ""Yeah, yeah""
Like I was nodding right along to a song on the radio
Yeah, yeah
Girl, how could I say no?
Whatever you're drinking, that's what I'm drinking
Girl, you're calling the shots tonight
Whatever you're thinking, that's what I'm thinking
Tell me what you got in mind
So I can say yeah, yeah
(Yeah, yeah, yeah)
Yeah, yeah (Yeah, yeah, yeah)
She brought me a cup, and I tried it
A little fruity, but she asked if I liked it
So I said, ""Yeah""
Yeah, yeah, yeah
Then she played me some band on her iPod
Kinda hit me kinda hippie, and I thought, naw
But I said, ""Yeah, yeah, yeah
She said, ""You wanna take a walk
To the river maybe cool off?""
She said, ""I know a good spot""
And then she took my hand
And I said, ""Yeah, yeah""
Like I was nodding right along to a song on the radio
Yeah, yeah
Girl, how could I say no?
Whatever you're drinking, that's what I'm drinking
Girl, you're calling the shots tonight
Whatever you're thinking, that's what I'm thinking
Tell me what you got in mind
So I can say yeah, yeah
Yeah, yeah
A little later under that full moon
I didn't want the night to end too soon
I said, ""It's getting late, do you need to go?""
And she said, ""No""
I was like, yeah, yeah
Like I was nodding right along to a song on the radio
Yeah, yeah
Girl, if you say so
Whatever you're drinking, that's what I'm drinking
Girl, you're calling the shots tonight
Whatever you're thinking, that's what I'm thinking
Tell me what you got in mind
So I can say yeah, yeah
(Yeah, yeah, yeah)
Yeah, yeah (Yeah, yeah, yeah)",2013,"R&B/Soul, Afroswing, Hip-Hop/Rap",Positive
